sku,product_type,category
722733,Salt & Pepper,Tableware & Drinkware:1
722767,Salt & Pepper,Tableware & Drinkware:1
722946,Salt & Pepper,Tableware & Drinkware:1
722964,Salt & Pepper,Tableware & Drinkware:1
80127CN,Salt & Pepper,Tableware & Drinkware:1
80128CN,Salt & Pepper,Tableware & Drinkware:1
1104445,Spice Jars & Racks,Storage & Organization:1
1402639,Spice Jars & Racks,Storage & Organization:1
4000201,Spice Jars & Racks,Storage & Organization:1
509881,Spice Jars & Racks,Storage & Organization:1
509882,Spice Jars & Racks,Storage & Organization:1
509883,Spice Jars & Racks,Storage & Organization:1
509884,Spice Jars & Racks,Storage & Organization:1
509885,Spice Jars & Racks,Storage & Organization:1
721246,Spice Jars & Racks,Storage & Organization:1
806395,Spice Jars & Racks,Storage & Organization:1
1404082,Water Bottles & Thermoses,Tableware & Drinkware:1
1404084,Water Bottles & Thermoses,Tableware & Drinkware:1
1405073,Water Bottles & Thermoses,Tableware & Drinkware:1
1405078,Water Bottles & Thermoses,Tableware & Drinkware:1
1405080,Water Bottles & Thermoses,Tableware & Drinkware:1
1405083,Water Bottles & Thermoses,Tableware & Drinkware:1
1405131,Water Bottles & Thermoses,Tableware & Drinkware:1
1405133,Water Bottles & Thermoses,Tableware & Drinkware:1
1405135,Water Bottles & Thermoses,Tableware & Drinkware:1
1405136,Water Bottles & Thermoses,Tableware & Drinkware:1
1405137,Water Bottles & Thermoses,Tableware & Drinkware:1
1405140,Water Bottles & Thermoses,Tableware & Drinkware:1
1405144,Water Bottles & Thermoses,Tableware & Drinkware:1
1405146,Water Bottles & Thermoses,Tableware & Drinkware:1
1405148,Water Bottles & Thermoses,Tableware & Drinkware:1
1405153,Water Bottles & Thermoses,Tableware & Drinkware:1
1405158,Water Bottles & Thermoses,Tableware & Drinkware:1
1405164,Water Bottles & Thermoses,Tableware & Drinkware:1
1405168,Water Bottles & Thermoses,Tableware & Drinkware:1
1405169,Water Bottles & Thermoses,Tableware & Drinkware:1
1405174,Water Bottles & Thermoses,Tableware & Drinkware:1
1405175,Water Bottles & Thermoses,Tableware & Drinkware:1
1405176,Water Bottles & Thermoses,Tableware & Drinkware:1
1405177,Water Bottles & Thermoses,Tableware & Drinkware:1
1405180,Water Bottles & Thermoses,Tableware & Drinkware:1
1405181,Water Bottles & Thermoses,Tableware & Drinkware:1
1405182,Water Bottles & Thermoses,Tableware & Drinkware:1
1405194,Water Bottles & Thermoses,Tableware & Drinkware:1
1405196,Water Bottles & Thermoses,Tableware & Drinkware:1
721234,Butter Dishes,Serveware:1
722729,Butter Dishes,Serveware:1
722939,Butter Dishes,Serveware:1
722956,Butter Dishes,Serveware:1
1001135,Cake Stands,Storage & Organization:1
1001136,Cake Stands,Storage & Organization:1
1402595,Cake Stands,Storage & Organization:1
1402617,Cake Stands,Storage & Organization:1
1402618,Cake Stands,Storage & Organization:1
1402622,Cake Stands,Storage & Organization:1
1402623,Cake Stands,Storage & Organization:1
1403226,Cake Stands,Storage & Organization:1
1403227,Cake Stands,Storage & Organization:1
508387,Cake Stands,Storage & Organization:1
508391,Cake Stands,Storage & Organization:1
509637,Cake Stands,Storage & Organization:1
509639,Cake Stands,Storage & Organization:1
509640,Cake Stands,Storage & Organization:1
509641,Cake Stands,Storage & Organization:1
509660,Cake Stands,Storage & Organization:1
509661,Cake Stands,Storage & Organization:1
509779,Cake Stands,Storage & Organization:1
509780,Cake Stands,Storage & Organization:1
509791,Cake Stands,Storage & Organization:1
509792,Cake Stands,Storage & Organization:1
721885,Cake Stands,Storage & Organization:1
722235,Cake Stands,Storage & Organization:1
722254,Cake Stands,Storage & Organization:1
722477,Cake Stands,Storage & Organization:1
722757,Cake Stands,Storage & Organization:1
722769,Cake Stands,Storage & Organization:1
722869,Cake Stands,Storage & Organization:1
805070,Cake Stands,Storage & Organization:1
805072,Cake Stands,Storage & Organization:1
805073,Cake Stands,Storage & Organization:1
805074,Cake Stands,Storage & Organization:1
805075,Cake Stands,Storage & Organization:1
805076,Cake Stands,Storage & Organization:1
805187,Cake Stands,Storage & Organization:1
805245,Cake Stands,Storage & Organization:1
805246,Cake Stands,Storage & Organization:1
805247,Cake Stands,Storage & Organization:1
1001182,Coasters,Serveware:1
1001183,Coasters,Serveware:1
1001184,Coasters,Serveware:1
1203505,Coasters,Serveware:1
1203527,Coasters,Serveware:1
1203607,Coasters,Serveware:1
1203609,Coasters,Serveware:1
1203611,Coasters,Serveware:1
1203615,Coasters,Serveware:1
1203633,Coasters,Serveware:1
1203635,Coasters,Serveware:1
1203638,Coasters,Serveware:1
1203644,Coasters,Serveware:1
1203646,Coasters,Serveware:1
1203648,Coasters,Serveware:1
1203652,Coasters,Serveware:1
1203660,Coasters,Serveware:1
1203661,Coasters,Serveware:1
1203664,Coasters,Serveware:1
1203666,Coasters,Serveware:1
1203671,Coasters,Serveware:1
1203673,Placemats,Tableware & Drinkware:1
1203674,Placemats,Tableware & Drinkware:1
1203675,Coasters,Serveware:1
1203676,Coasters,Serveware:1
1203681,Coasters,Serveware:1
1203683,Coasters,Serveware:1
508919,Coasters,Serveware:1
5100104,Coasters,Serveware:1
5100111,Coasters,Serveware:1
5100119,Coasters,Serveware:1
722444,Coasters,Serveware:1
722471,Coasters,Serveware:1
722791,Coasters,Serveware:1
1104285,Dining Sets,Serveware:1
1104286,Dining Sets,Serveware:1
1104287,Dining Sets,Serveware:1
1104487,Dining Sets,Serveware:1
1104488,Dining Sets,Serveware:1
1104489,Dining Sets,Serveware:1
1104490,Dining Sets,Serveware:1
1206331,Dining Sets,Serveware:1
1206332,Dining Sets,Serveware:1
1206334,Dining Sets,Serveware:1
722300,Dining Sets,Serveware:1
722301,Dining Sets,Serveware:1
722656,Dining Sets,Serveware:1
722657,Dining Sets,Serveware:1
722660,Dining Sets,Serveware:1
722687,Dining Sets,Serveware:1
722688,Dining Sets,Serveware:1
722689,Dining Sets,Serveware:1
722738,Dining Sets,Serveware:1
722740,Dining Sets,Serveware:1
722741,Dining Sets,Serveware:1
722742,Dining Sets,Serveware:1
722743,Dining Sets,Serveware:1
722744,Dining Sets,Serveware:1
722745,Dining Sets,Serveware:1
722746,Dining Sets,Serveware:1
722747,Dining Sets,Serveware:1
722748,Dining Sets,Serveware:1
722749,Dining Sets,Serveware:1
722750,Dining Sets,Serveware:1
722752,Dining Sets,Serveware:1
722753,Dining Sets,Serveware:1
722754,Dining Sets,Serveware:1
722898,Dining Sets,Serveware:1
722920,Dining Sets,Serveware:1
722921,Dining Sets,Serveware:1
722922,Dining Sets,Serveware:1
722923,Dining Sets,Serveware:1
722924,Dining Sets,Serveware:1
722925,Dining Sets,Serveware:1
508807,Gravy Boats,Serveware:1
722518,Gravy Boats,Serveware:1
80123CN,Gravy Boats,Serveware:1
80129CN,Gravy Boats,Serveware:1
8017071,Gravy Boats,Serveware:1
1403755,Napkin Rings & Holders,Tableware & Drinkware:1
1403756,Napkin Rings & Holders,Tableware & Drinkware:1
1403757,Napkin Rings & Holders,Tableware & Drinkware:1
1403758,Napkin Rings & Holders,Tableware & Drinkware:1
1403759,Napkin Rings & Holders,Tableware & Drinkware:1
1403761,Napkin Rings & Holders,Tableware & Drinkware:1
1403762,Napkin Rings & Holders,Tableware & Drinkware:1
1403763,Napkin Rings & Holders,Tableware & Drinkware:1
1403766,Napkin Rings & Holders,Tableware & Drinkware:1
1403768,Napkin Rings & Holders,Tableware & Drinkware:1
1403769,Napkin Rings & Holders,Tableware & Drinkware:1
2300386,Napkin Rings & Holders,Tableware & Drinkware:1
508282,Napkin Rings & Holders,Tableware & Drinkware:1
509614,Napkin Rings & Holders,Tableware & Drinkware:1
722411,Napkin Rings & Holders,Tableware & Drinkware:1
1001127,Chopping & Serving Boards,Cookware & Bakeware:1
1001147,Chopping & Serving Boards,Cookware & Bakeware:1
1001164,Chopping & Serving Boards,Cookware & Bakeware:1
722261,Other Tableware,Tableware & Drinkware:1
722267,Other Tableware,Tableware & Drinkware:1
722475,Other Tableware,Tableware & Drinkware:1
1203658,Placemats,Tableware & Drinkware:1
1203663,Placemats,Tableware & Drinkware:1
1203665,Placemats,Tableware & Drinkware:1
1203668,Placemats,Tableware & Drinkware:1
1203669,Placemats,Tableware & Drinkware:1
1203677,Placemats,Tableware & Drinkware:1
1203680,Placemats,Tableware & Drinkware:1
1203682,Placemats,Tableware & Drinkware:1
1203684,Placemats,Tableware & Drinkware:1
1203686,Placemats,Tableware & Drinkware:1
1103973,Recipe & Book Holders,Other Accessories:1
104301,Serving Dishes,Serveware:1
104302,Serving Dishes,Serveware:1
104488,Serving Dishes,Serveware:1
104489,Serving Dishes,Serveware:1
1103976,Serving Dishes,Serveware:1
1104623,Serving Dishes,Serveware:1
1104625,Serving Dishes,Serveware:1
1104645,Serving Dishes,Serveware:1
1104646,Serving Dishes,Serveware:1
1104714,Serving Dishes,Serveware:1
1207939,Serving Trays,Serveware:1
1402627,Serving Dishes,Serveware:1
1402628,Serving Dishes,Serveware:1
1402629,Serving Dishes,Serveware:1
1402630,Serving Dishes,Serveware:1
509630,Serving Dishes,Serveware:1
509631,Serving Dishes,Serveware:1
509633,Serving Dishes,Serveware:1
722513,Serving Dishes,Serveware:1
722514,Serving Dishes,Serveware:1
722515,Serving Dishes,Serveware:1
722520,Serving Dishes,Serveware:1
722521,Serving Dishes,Serveware:1
722522,Serving Dishes,Serveware:1
722854,Serving Dishes,Serveware:1
722865,Serving Dishes,Serveware:1
810108,Serving Dishes,Serveware:1
810109,Serving Dishes,Serveware:1
1001175,Serving Trays,Serveware:1
1101205,Serving Trays,Serveware:1
1104268,Serving Trays,Serveware:1
1104360,Serving Trays,Serveware:1
1104366,Serving Trays,Serveware:1
1104376,Serving Trays,Serveware:1
1104377,Serving Trays,Serveware:1
1104381,Serving Trays,Serveware:1
1104382,Serving Trays,Serveware:1
1104392,Serving Trays,Serveware:1
1104393,Serving Trays,Serveware:1
1104398,Serving Trays,Serveware:1
1104408,Serving Trays,Serveware:1
1104414,Serving Trays,Serveware:1
1104424,Serving Trays,Serveware:1
1104425,Serving Trays,Serveware:1
1104440,Serving Trays,Serveware:1
1104486,Serving Trays,Serveware:1
1104619,Serving Trays,Serveware:1
1104653,Serving Trays,Serveware:1
1104654,Serving Trays,Serveware:1
1104687,Serving Trays,Serveware:1
1104688,Serving Trays,Serveware:1
1104689,Serving Trays,Serveware:1
1104691,Serving Trays,Serveware:1
1104692,Serving Trays,Serveware:1
1206314,Serving Trays,Serveware:1
1206315,Serving Trays,Serveware:1
1206320,Serving Trays,Serveware:1
1206323,Serving Trays,Serveware:1
1206328,Serving Trays,Serveware:1
1207894,Serving Trays,Serveware:1
1207921,Serving Trays,Serveware:1
1207922,Serving Trays,Serveware:1
1207923,Serving Trays,Serveware:1
1207924,Serving Trays,Serveware:1
1207925,Serving Trays,Serveware:1
1207926,Serving Trays,Serveware:1
1207928,Serving Trays,Serveware:1
1207929,Serving Trays,Serveware:1
1207930,Serving Trays,Serveware:1
1207931,Serving Trays,Serveware:1
1207940,Serving Trays,Serveware:1
1207941,Serving Trays,Serveware:1
1403228,Serving Trays,Serveware:1
1403229,Serving Trays,Serveware:1
1405293,Serving Trays,Serveware:1
1601636,Serving Trays,Serveware:1
1901429,Serving Trays,Serveware:1
1901430,Serving Trays,Serveware:1
2300517,Serving Trays,Serveware:1
2450023,Serving Trays,Serveware:1
507319,Serving Trays,Serveware:1
507322,Serving Trays,Serveware:1
507685,Serving Trays,Serveware:1
508906,Serving Trays,Serveware:1
509893,Serving Trays,Serveware:1
805159,Serving Trays,Serveware:1
805199,Baking Trays,Cookware & Bakeware:1
502200,Teapots,Tableware & Drinkware:1
602372,Teapots,Tableware & Drinkware:1
602373,Teapots,Tableware & Drinkware:1
602472,Teapots,Tableware & Drinkware:1
602474,Teapots,Tableware & Drinkware:1
721683,Teapots,Tableware & Drinkware:1
722114,Teapots,Tableware & Drinkware:1
722621,Teapots,Tableware & Drinkware:1
722734,Teapots,Tableware & Drinkware:1
722777,Teapots,Tableware & Drinkware:1
722782,Teapots,Tableware & Drinkware:1
722783,Teapots,Tableware & Drinkware:1
722784,Teapots,Tableware & Drinkware:1
722785,Teapots,Tableware & Drinkware:1
722786,Teapots,Tableware & Drinkware:1
722787,Teapots,Tableware & Drinkware:1
722788,Teapots,Tableware & Drinkware:1
722789,Teapots,Tableware & Drinkware:1
722790,Teapots,Tableware & Drinkware:1
722938,Teapots,Tableware & Drinkware:1
722952,Sugar Bowls,Tableware & Drinkware:1
80125CN,Teapots,Tableware & Drinkware:1
505108,Kettles,Tableware & Drinkware:1
505118,Kettles,Tableware & Drinkware:1
505119,Kettles,Tableware & Drinkware:1
505124,Kettles,Tableware & Drinkware:1
505125,Kettles,Tableware & Drinkware:1
505127,Kettles,Tableware & Drinkware:1
505128,Kettles,Tableware & Drinkware:1
505129,Kettles,Tableware & Drinkware:1
505130,Kettles,Tableware & Drinkware:1
505131,Kettles,Tableware & Drinkware:1
505132,Kettles,Tableware & Drinkware:1
505134,Kettles,Tableware & Drinkware:1
505135,Kettles,Tableware & Drinkware:1
104451,Cookers & Steamers,Cookware & Bakeware:1
408129,Cookers & Steamers,Cookware & Bakeware:1
408181,Cookers & Steamers,Cookware & Bakeware:1
408182,Cookers & Steamers,Cookware & Bakeware:1
805398,Cookers & Steamers,Cookware & Bakeware:1
805422,Cookers & Steamers,Cookware & Bakeware:1
408198,Cookers & Steamers,Cookware & Bakeware:1
102102,Fryers,Cookware & Bakeware:1
102112,Fryers,Cookware & Bakeware:1
102114,Fryers,Cookware & Bakeware:1
205799,Fryers,Cookware & Bakeware:1
102117,Fryers,Cookware & Bakeware:1
806362,Food Preparation & Tools,Gadgets:1
1402524,Cooking Utensils,Cutlery:1
806496,Cooking Utensils,Cutlery:1
1103925,Other Baking Accessories,Cookware & Bakeware:1
806625,Small Appliances,Other Accessories:1
1206284,Picnics & Hampers,Other Accessories:1
1206285,Picnics & Hampers,Other Accessories:1
805168,"Colanders, Strainers & Sieves",Cookware & Bakeware:1
722245,Muffin & Cake Baking Cases,Cookware & Bakeware:1
5100135,Tea Towels/Dishcloths,Other Accessories:1
5100136,Tea Towels/Dishcloths,Other Accessories:1
5100141,Tea Towels/Dishcloths,Other Accessories:1
5100145,Tea Towels/Dishcloths,Other Accessories:1
5100149,Tea Towels/Dishcloths,Other Accessories:1
5100153,Tea Towels/Dishcloths,Other Accessories:1
5100157,Tea Towels/Dishcloths,Other Accessories:1
5100161,Tea Towels/Dishcloths,Other Accessories:1
5100165,Tea Towels/Dishcloths,Other Accessories:1
5100215,Tea Towels/Dishcloths,Other Accessories:1
5100219,Tea Towels/Dishcloths,Other Accessories:1
5100224,Tea Towels/Dishcloths,Other Accessories:1
5100229,Tea Towels/Dishcloths,Other Accessories:1
208046,Woks,Other Accessories:1
507346,Cake Stands,Storage & Organization:1
507347,Cake Stands,Storage & Organization:1
507588,Cake Stands,Storage & Organization:1
721250,Cake Stands,Storage & Organization:1
721251,Cake Stands,Storage & Organization:1
806489,Cake Stands,Storage & Organization:1
70-197,Ice Buckets & Wine Coolers,Bar & Wine:1
70-371,Ice Buckets & Wine Coolers,Bar & Wine:1
69587,Plates & Bowls,Tableware & Drinkware:1
69606,Plates & Bowls,Tableware & Drinkware:1
69607,Plates & Bowls,Tableware & Drinkware:1
69640,Plates & Bowls,Tableware & Drinkware:1
69641,Plates & Bowls,Tableware & Drinkware:1
69642,Plates & Bowls,Tableware & Drinkware:1
69644,Plates & Bowls,Tableware & Drinkware:1
69645,Plates & Bowls,Tableware & Drinkware:1
69759,Serving Trays,Serveware:1
70753,Serving Trays,Serveware:1
IL70263,Plates & Bowls,Tableware & Drinkware:1
IL70264,Plates & Bowls,Tableware & Drinkware:1
IL70265,Plates & Bowls,Tableware & Drinkware:1
IL70273,Plates & Bowls,Tableware & Drinkware:1
IL70280,Plates & Bowls,Tableware & Drinkware:1
IL70281,Plates & Bowls,Tableware & Drinkware:1
IL70302,Plates & Bowls,Tableware & Drinkware:1
IL70202,Plates & Bowls,Tableware & Drinkware:1
IL70214,Plates & Bowls,Tableware & Drinkware:1
IL70215,Plates & Bowls,Tableware & Drinkware:1
IL70221,Plates & Bowls,Tableware & Drinkware:1
IL70343,Plates & Bowls,Tableware & Drinkware:1
IL70344,Plates & Bowls,Tableware & Drinkware:1
IL70345,Plates & Bowls,Tableware & Drinkware:1
IL70348,Plates & Bowls,Tableware & Drinkware:1
IL70349,Plates & Bowls,Tableware & Drinkware:1
IL70350,Plates & Bowls,Tableware & Drinkware:1
IL70353,Plates & Bowls,Tableware & Drinkware:1
IL70354,Plates & Bowls,Tableware & Drinkware:1
IL70356,Plates & Bowls,Tableware & Drinkware:1
IL70357,Plates & Bowls,Tableware & Drinkware:1
IL70359,Plates & Bowls,Tableware & Drinkware:1
IL70361,Plates & Bowls,Tableware & Drinkware:1
IL70362,Plates & Bowls,Tableware & Drinkware:1
IL70363,Plates & Bowls,Tableware & Drinkware:1
IL70364,Plates & Bowls,Tableware & Drinkware:1
IL70367,Plates & Bowls,Tableware & Drinkware:1
IL70368,Plates & Bowls,Tableware & Drinkware:1
IL70011,Plates & Bowls,Tableware & Drinkware:1
IL70231,Plates & Bowls,Tableware & Drinkware:1
IL70289,Plates & Bowls,Tableware & Drinkware:1
BLCC5675,Canisters & Jars,Storage & Organization:1
BLCC5676,Canisters & Jars,Storage & Organization:1
BLCC5677,Canisters & Jars,Storage & Organization:1
BLCC2794,Plates & Bowls,Tableware & Drinkware:1
BLCC2976,Plates & Bowls,Tableware & Drinkware:1
BLCC5044,Plates & Bowls,Tableware & Drinkware:1
BLCC6249,Plates & Bowls,Tableware & Drinkware:1
BLCC6434,Plates & Bowls,Tableware & Drinkware:1
BLCC6437,Plates & Bowls,Tableware & Drinkware:1
BLCC6438,Plates & Bowls,Tableware & Drinkware:1
BLCC6439,Plates & Bowls,Tableware & Drinkware:1
BLCC6441,Plates & Bowls,Tableware & Drinkware:1
BLCC6444,Plates & Bowls,Tableware & Drinkware:1
BLCC6450,Plates & Bowls,Tableware & Drinkware:1
BLCC6465,Plates & Bowls,Tableware & Drinkware:1
BLCC6482,Plates & Bowls,Tableware & Drinkware:1
BLCC5637,Placemats,Tableware & Drinkware:1
BLCC5639,Placemats,Tableware & Drinkware:1
BLCC5474,Serving Dishes,Serveware:1
BLCC5475,Serving Dishes,Serveware:1
BLCC5077,Plates & Bowls,Tableware & Drinkware:1
BLCC5478,Plates & Bowls,Tableware & Drinkware:1
BLCC6365,Serving Dishes,Serveware:1
BLCC6342,Plates & Bowls,Tableware & Drinkware:1
BLCC2859,Coasters,Serveware:1
BLCC2860,Coasters,Serveware:1
BLCC2861,Coasters,Serveware:1
BLCC3050,Coasters,Serveware:1
BLCC3051,Coasters,Serveware:1
BLCC3201,Coasters,Serveware:1
BLCC3202,Coasters,Serveware:1
BLCC5507,Coasters,Serveware:1
BLCC6344,Coasters,Serveware:1
BLCC5403,Napkin Rings & Holders,Tableware & Drinkware:1
BLCC4351,Placemats,Tableware & Drinkware:1
BLCC5421,Cake Stands,Storage & Organization:1
BLCC6380,Cake Stands,Storage & Organization:1
BLCC6381,Cake Stands,Storage & Organization:1
BLCC7452,Napkin Rings & Holders,Tableware & Drinkware:1
BLCC7447,Serving Trays,Serveware:1
BLCC7446,Ice Buckets & Wine Coolers,Bar & Wine:1
BLCC7450,Cake Stands,Storage & Organization:1
BLCC7511,Plates & Bowls,Tableware & Drinkware:1
BLCC7476,Glasswares,Tableware & Drinkware:1
BLCC7480,Glasswares,Tableware & Drinkware:1
BLCC7482,Glasswares,Tableware & Drinkware:1
BLCC7475,Glasswares,Tableware & Drinkware:1
